organization,department,year,amount
alaska osteopathic medical assoc,medical ed,2005,0
alaska osteopathic medical assoc,medical ed,2006,0
alaska osteopathic medical assoc,medical ed,2007,0
alaska osteopathic medical assoc,medical ed,2008,2000
alaska osteopathic medical assoc,medical ed,2009,2000
alaska osteopathic medical assoc,medical ed,2010,0
alaska osteopathic medical assoc,medical ed,2011,0
alaska osteopathic medical assoc,medical ed,2012,0
alaska osteopathic medical assoc,medical ed,2013,0
alaska osteopathic medical assoc,medical ed,2014,0
alaska osteopathic medical assoc,medical ed,2015,0
alaska pharmacists assoc,conventions,2002,0
alaska pharmacists assoc,conventions,2003,0
alaska pharmacists assoc,conventions,2004,0
alaska pharmacists assoc,conventions,2005,750
alaska pharmacists assoc,conventions,2006,0
alaska pharmacists assoc,conventions,2007,0
alaska pharmacists assoc,conventions,2008,0
alaska pharmacists assoc,conventions,2009,0
alaska pharmacists assoc,conventions,2010,0
alaska pharmacists assoc,conventions,2011,0
alaska pharmacists assoc,conventions,2012,0
alaska pharmacists assoc,conventions,2013,0
alaska pharmacists assoc,conventions,2014,0
alaska pharmacists assoc,conventions,2015,800
alaska pharmacists assoc,lecture program,2002,0
alaska pharmacists assoc,lecture program,2003,1500
alaska pharmacists assoc,lecture program,2004,0
alaska pharmacists assoc,lecture program,2005,0
alaska pharmacists assoc,lecture program,2006,0
alaska pharmacists assoc,lecture program,2007,0
alaska pharmacists assoc,lecture program,2008,0
alaska pharmacists assoc,lecture program,2009,0
alaska pharmacists assoc,lecture program,2010,0
alaska pharmacists assoc,lecture program,2011,0
alaska pharmacists assoc,lecture program,2012,0
alaska pharmacists assoc,lecture program,2013,0
alaska pharmacists assoc,lecture program,2014,0
alaska pharmacists assoc,lecture program,2015,0
alaska pharmacists assoc,medical ed,2002,0
alaska pharmacists assoc,medical ed,2003,0
alaska pharmacists assoc,medical ed,2004,0
alaska pharmacists assoc,medical ed,2005,3500
alaska pharmacists assoc,medical ed,2006,0
alaska pharmacists assoc,medical ed,2007,0
alaska pharmacists assoc,medical ed,2008,0
alaska pharmacists assoc,medical ed,2009,0
alaska pharmacists assoc,medical ed,2010,0
alaska pharmacists assoc,medical ed,2011,0
alaska pharmacists assoc,medical ed,2012,0
alaska pharmacists assoc,medical ed,2013,0
alaska pharmacists assoc,medical ed,2014,0
alaska pharmacists assoc,medical ed,2015,0
albuquerque chapter of oncology nursing society,conventions,2002,200
albuquerque chapter of oncology nursing society,conventions,2003,200
albuquerque chapter of oncology nursing society,conventions,2004,0
albuquerque chapter of oncology nursing society,conventions,2005,0
albuquerque chapter of oncology nursing society,conventions,2006,0
albuquerque chapter of oncology nursing society,conventions,2007,0
albuquerque chapter of oncology nursing society,conventions,2008,0
albuquerque chapter of oncology nursing society,conventions,2009,0
albuquerque chapter of oncology nursing society,conventions,2010,0
albuquerque chapter of oncology nursing society,conventions,2011,0
albuquerque chapter of oncology nursing society,conventions,2012,0
albuquerque chapter of oncology nursing society,conventions,2013,0
albuquerque chapter of oncology nursing society,conventions,2014,0
albuquerque chapter of oncology nursing society,conventions,2015,0
alliance for aging research,fed gov affairs,2002,0
alliance for aging research,fed gov affairs,2003,1000
alliance for aging research,fed gov affairs,2004,1000
alliance for aging research,fed gov affairs,2005,0
alliance for aging research,fed gov affairs,2006,500
alliance for aging research,fed gov affairs,2007,0
alliance for aging research,fed gov affairs,2008,0
alliance for aging research,fed gov affairs,2009,0
alliance for aging research,fed gov affairs,2010,0
alliance for aging research,fed gov affairs,2011,0
alliance for aging research,fed gov affairs,2012,0
alliance for aging research,fed gov affairs,2013,0
alliance for aging research,fed gov affairs,2014,0
alliance for aging research,fed gov affairs,2015,0
alliance for aging research,public affairs,2002,0
alliance for aging research,public affairs,2003,0
alliance for aging research,public affairs,2004,0
alliance for aging research,public affairs,2005,0
alliance for aging research,public affairs,2006,0
alliance for aging research,public affairs,2007,0
alliance for aging research,public affairs,2008,0
alliance for aging research,public affairs,2009,10000
alliance for aging research,public affairs,2010,0
alliance for aging research,public affairs,2011,0
alliance for aging research,public affairs,2012,0
alliance for aging research,public affairs,2013,0
alliance for aging research,public affairs,2014,0
alliance for aging research,public affairs,2015,0
alliance for aging research,st. gov leg  aff,2002,0
alliance for aging research,st. gov leg  aff,2003,0
alliance for aging research,st. gov leg  aff,2004,0
alliance for aging research,st. gov leg  aff,2005,0
alliance for aging research,st. gov leg  aff,2006,0
alliance for aging research,st. gov leg  aff,2007,0
alliance for aging research,st. gov leg  aff,2008,0
alliance for aging research,st. gov leg  aff,2009,1000
alliance for aging research,st. gov leg  aff,2010,0
alliance for aging research,st. gov leg  aff,2011,0
alliance for aging research,st. gov leg  aff,2012,0
alliance for aging research,st. gov leg  aff,2013,0
alliance for aging research,st. gov leg  aff,2014,0
alliance for aging research,st. gov leg  aff,2015,0
alliance for patient access,patient & professional relations,2002,0
alliance for patient access,patient & professional relations,2003,0
alliance for patient access,patient & professional relations,2004,0
alliance for patient access,patient & professional relations,2005,0
alliance for patient access,patient & professional relations,2006,0
alliance for patient access,patient & professional relations,2007,0
alliance for patient access,patient & professional relations,2008,0
alliance for patient access,patient & professional relations,2009,0
alliance for patient access,patient & professional relations,2010,0
alliance for patient access,patient & professional relations,2011,0
alliance for patient access,patient & professional relations,2012,0
alliance for patient access,patient & professional relations,2013,0
alliance for patient access,patient & professional relations,2014,0
alliance for patient access,patient & professional relations,2015,25000
alliance for patient access,st. gov leg  aff,2002,0
alliance for patient access,st. gov leg  aff,2003,0
alliance for patient access,st. gov leg  aff,2004,0
alliance for patient access,st. gov leg  aff,2005,0
alliance for patient access,st. gov leg  aff,2006,0
alliance for patient access,st. gov leg  aff,2007,0
alliance for patient access,st. gov leg  aff,2008,10000
alliance for patient access,st. gov leg  aff,2009,0
alliance for patient access,st. gov leg  aff,2010,15000
alliance for patient access,st. gov leg  aff,2011,0
alliance for patient access,st. gov leg  aff,2012,15000
alliance for patient access,st. gov leg  aff,2013,25000
alliance for patient access,st. gov leg  aff,2014,25000
alliance for patient access,st. gov leg  aff,2015,0
am society of pain mgmt nurses wisconsin chapter,lecture programs,2002,0
am society of pain mgmt nurses wisconsin chapter,lecture programs,2003,1500
am society of pain mgmt nurses wisconsin chapter,lecture programs,2004,0
am society of pain mgmt nurses wisconsin chapter,lecture programs,2005,0
am society of pain mgmt nurses wisconsin chapter,lecture programs,2006,0
am society of pain mgmt nurses wisconsin chapter,lecture programs,2007,0
am society of pain mgmt nurses wisconsin chapter,lecture programs,2008,0
am society of pain mgmt nurses wisconsin chapter,lecture programs,2009,0
am society of pain mgmt nurses wisconsin chapter,lecture programs,2010,0
am society of pain mgmt nurses wisconsin chapter,lecture programs,2011,0
am society of pain mgmt nurses wisconsin chapter,lecture programs,2012,0
am society of pain mgmt nurses wisconsin chapter,lecture programs,2013,0
am society of pain mgmt nurses wisconsin chapter,lecture programs,2014,0
am society of pain mgmt nurses wisconsin chapter,lecture programs,2015,0
american academy of fam physicians alaska chapter,conventions,2002,0
american academy of fam physicians alaska chapter,conventions,2003,0
american academy of fam physicians alaska chapter,conventions,2004,900
american academy of fam physicians alaska chapter,conventions,2005,1350
american academy of fam physicians alaska chapter,conventions,2006,0
american academy of fam physicians alaska chapter,conventions,2007,0
american academy of fam physicians alaska chapter,conventions,2008,0
american academy of fam physicians alaska chapter,conventions,2009,0
american academy of fam physicians alaska chapter,conventions,2010,0
american academy of fam physicians alaska chapter,conventions,2011,875
american academy of fam physicians alaska chapter,conventions,2012,0
american academy of fam physicians alaska chapter,conventions,2013,875
american academy of fam physicians alaska chapter,conventions,2014,875
